session_id,wpm,accuracy,error_rate,backspace_count,pause_time_ms,session_duration_min,words_typed,typing_style
3901,70.2,78.4,30.0,37,813,24.6,31,Inconsistent Typist
3902,61.5,94.0,9.8,22,414,21.0,23,Balanced Typist
3903,61.0,91.3,8.8,19,309,4.0,4,Balanced Typist
3904,61.7,70.0,30.0,42,482,13.5,15,Inconsistent Typist
3905,47.3,97.6,2.9,8,1004,15.5,12,Careful Typist
3906,94.8,91.4,10.4,11,198,34.8,53,Fast Typist
3907,89.6,79.0,28.8,10,473,23.6,33,Inconsistent Typist
3908,89.7,92.1,7.3,6,211,12.0,19,Fast Typist
3909,105.7,96.6,4.9,6,112,19.5,35,Fast Typist
3910,58.2,90.2,15.4,21,878,2.0,2,Inconsistent Typist
3911,62.6,91.3,11.2,19,655,28.7,28,Balanced Typist
3912,72.3,91.7,9.6,23,481,21.9,25,Balanced Typist
3913,77.9,92.9,12.2,42,510,22.2,29,Inconsistent Typist
3914,40.9,100.0,0.4,13,495,14.1,9,Careful Typist
3915,69.9,73.6,26.8,39,418,16.2,20,Inconsistent Typist
3916,101.6,91.4,9.1,8,235,18.3,30,Fast Typist
3917,52.7,82.1,21.6,31,713,14.7,14,Inconsistent Typist
3918,64.2,94.4,7.1,13,973,42.9,48,Careful Typist
3919,95.2,89.3,12.0,9,161,16.9,29,Fast Typist
3920,61.5,95.9,4.8,11,764,10.6,11,Careful Typist
3921,83.2,91.5,12.6,11,444,20.9,29,Balanced Typist
3922,31.8,84.3,21.7,24,519,16.1,9,Inconsistent Typist
3923,76.1,91.6,10.2,7,570,16.6,22,Balanced Typist
3924,91.5,91.6,19.3,34,752,13.5,21,Inconsistent Typist
3925,83.8,98.5,3.3,5,233,11.9,17,Fast Typist
3926,93.4,91.7,9.2,9,188,19.0,32,Fast Typist
3927,64.7,80.0,29.4,29,811,18.5,21,Inconsistent Typist
3928,100.7,95.5,4.4,10,170,18.8,34,Fast Typist
3929,109.8,84.3,24.6,42,150,19.1,36,Inconsistent Typist
3930,111.2,93.3,8.8,3,195,21.4,37,Fast Typist
3931,58.2,98.4,1.9,13,1015,38.1,37,Careful Typist
3932,57.2,98.4,1.9,5,957,21.9,20,Careful Typist
3933,77.8,84.8,17.8,23,253,13.9,18,Inconsistent Typist
3934,58.6,95.5,4.0,8,380,27.5,25,Careful Typist
3935,64.3,92.6,12.2,30,314,19.3,20,Balanced Typist
3936,97.4,87.4,22.9,34,446,4.9,8,Inconsistent Typist
3937,106.0,91.8,10.2,9,403,19.8,38,Fast Typist
3938,96.1,93.5,7.2,2,245,16.5,25,Fast Typist
3939,59.5,90.8,11.4,14,120,28.3,28,Balanced Typist
3940,71.9,89.0,11.4,14,291,29.0,34,Balanced Typist
3941,101.5,94.8,6.1,7,99,23.6,39,Fast Typist
3942,111.4,92.7,10.4,7,207,11.5,21,Fast Typist
3943,71.2,85.4,20.1,41,833,2.0,2,Inconsistent Typist
3944,92.7,94.4,6.4,10,182,21.1,33,Fast Typist
3945,69.8,84.1,16.0,16,580,19.5,23,Balanced Typist
3946,89.5,97.1,3.2,1,183,27.0,41,Fast Typist
3947,81.9,94.4,5.6,7,227,9.1,12,Fast Typist
3948,77.6,97.8,5.5,12,471,6.2,8,Balanced Typist
3949,103.9,93.6,9.3,6,198,16.2,27,Fast Typist
3950,81.2,92.0,10.4,22,414,26.4,36,Balanced Typist
3951,25.1,87.1,15.2,41,967,18.6,8,Inconsistent Typist
3952,53.2,80.7,24.3,0,589,12.0,10,Inconsistent Typist
3953,98.3,93.5,7.5,8,140,16.0,26,Fast Typist
3954,50.6,96.1,4.4,8,1110,20.3,17,Careful Typist
3955,78.8,96.0,5.6,12,201,10.3,15,Fast Typist
3956,52.6,76.7,30.0,36,721,20.7,18,Inconsistent Typist
3957,40.1,77.4,27.5,42,1168,13.5,9,Inconsistent Typist
3958,45.6,98.4,2.4,9,628,37.0,27,Careful Typist
3959,106.7,93.3,6.3,12,248,17.1,32,Fast Typist
3960,43.4,84.7,19.9,28,516,4.2,3,Inconsistent Typist
3961,67.1,86.9,20.4,36,435,22.4,23,Inconsistent Typist
3962,51.8,96.1,4.1,12,957,33.2,27,Careful Typist
3963,62.6,91.8,16.4,53,980,5.9,6,Inconsistent Typist
3964,72.8,79.7,28.6,40,739,19.9,25,Inconsistent Typist
3965,68.8,98.7,0.8,5,724,30.8,34,Careful Typist
3966,56.6,97.4,4.1,11,971,34.8,33,Careful Typist
3967,86.7,77.3,30.0,13,932,28.8,43,Inconsistent Typist
3968,34.7,100.0,1.8,11,762,46.7,26,Careful Typist
3969,85.3,96.0,4.4,2,134,17.6,26,Fast Typist
3970,88.0,91.4,11.3,14,359,10.8,16,Balanced Typist
3971,72.2,93.0,8.1,13,536,20.8,26,Balanced Typist
3972,70.6,92.3,8.9,19,560,19.9,23,Balanced Typist
3973,70.3,89.9,10.1,15,279,24.1,30,Balanced Typist
3974,67.0,92.6,9.5,17,444,9.2,10,Balanced Typist
3975,89.7,85.2,18.4,46,861,47.8,72,Inconsistent Typist
3976,105.1,95.3,5.6,4,349,13.4,25,Fast Typist
3977,78.0,96.1,4.4,8,380,21.0,28,Fast Typist
3978,29.2,96.2,4.8,10,1148,15.3,8,Careful Typist
3979,91.3,91.2,7.2,20,882,23.1,34,Inconsistent Typist
3980,48.7,96.6,5.0,12,803,30.4,24,Careful Typist
3981,91.9,94.0,9.8,1,244,17.7,29,Fast Typist
3982,74.4,77.5,24.2,52,169,14.7,19,Inconsistent Typist
3983,68.6,98.4,2.0,11,1031,28.0,32,Careful Typist
3984,70.1,76.7,29.3,59,437,13.5,16,Inconsistent Typist
3985,88.6,93.6,8.4,6,595,23.2,32,Balanced Typist
3986,40.2,100.0,0.8,8,682,6.9,5,Careful Typist
3987,63.8,93.8,9.0,14,466,20.6,21,Balanced Typist
3988,63.8,93.8,8.3,25,423,16.8,19,Balanced Typist
3989,53.6,95.2,7.0,13,160,18.2,16,Balanced Typist
3990,80.5,93.9,6.6,6,228,17.7,24,Fast Typist
3991,102.3,94.8,6.9,9,141,19.5,34,Fast Typist
3992,46.0,96.0,4.4,13,1164,43.7,32,Careful Typist
3993,66.6,79.1,30.0,30,1451,7.1,8,Inconsistent Typist
3994,105.4,94.1,8.2,8,154,9.1,17,Fast Typist
3995,73.6,93.6,11.1,12,314,13.9,18,Balanced Typist
3996,68.0,96.6,4.2,1,830,5.0,6,Careful Typist
3997,62.4,87.6,16.0,13,282,32.9,33,Balanced Typist
3998,39.5,98.2,2.7,16,928,31.9,20,Careful Typist
3999,80.4,91.0,14.5,34,435,16.4,23,Inconsistent Typist
4000,105.1,95.0,8.8,7,192,11.6,21,Fast Typist
4001,92.0,87.0,13.8,14,512,8.6,13,Balanced Typist
4002,51.9,95.7,5.3,7,951,31.2,27,Careful Typist
4003,86.1,90.4,12.6,11,268,34.7,50,Balanced Typist
4004,90.2,94.3,6.5,6,50,16.9,25,Fast Typist
4005,97.1,95.7,7.2,11,247,10.2,15,Fast Typist
4006,73.5,98.9,5.7,10,301,31.6,39,Balanced Typist
4007,119.1,92.0,6.4,5,65,17.3,32,Fast Typist
4008,78.0,98.5,2.2,14,967,14.5,18,Careful Typist
4009,47.5,98.6,1.9,15,1016,21.7,17,Careful Typist
4010,75.8,91.2,12.0,15,536,37.9,51,Balanced Typist
4011,67.2,94.3,7.3,19,481,5.9,6,Balanced Typist
4012,91.5,91.8,10.2,0,378,29.5,44,Fast Typist
4013,93.6,81.9,25.1,30,892,2.0,3,Inconsistent Typist
4014,66.8,100.0,0.1,19,1050,22.9,27,Careful Typist
4015,63.6,95.2,5.6,14,413,28.8,30,Careful Typist
4016,72.4,93.4,7.3,19,1151,21.6,25,Careful Typist
4017,90.9,97.3,2.6,9,334,22.6,34,Fast Typist
4018,46.5,72.7,30.0,54,615,10.7,8,Inconsistent Typist
4019,96.9,92.2,9.8,9,295,6.9,12,Fast Typist
4020,72.6,84.9,26.3,37,263,24.2,29,Inconsistent Typist
4021,66.3,89.0,12.0,14,205,25.9,28,Balanced Typist
4022,77.5,95.0,8.6,14,520,21.9,26,Balanced Typist
4023,64.7,91.7,10.8,16,294,28.5,29,Balanced Typist
4024,51.6,95.9,5.1,9,881,22.9,20,Careful Typist
4025,113.4,93.3,8.8,7,310,18.3,35,Fast Typist
4026,88.9,96.0,4.5,8,87,28.0,41,Fast Typist
4027,69.1,83.1,23.9,61,826,20.2,23,Inconsistent Typist
4028,67.4,79.5,28.1,40,150,32.9,36,Inconsistent Typist
4029,73.5,95.7,5.2,20,404,18.4,23,Balanced Typist
4030,104.6,93.3,9.1,4,417,13.6,25,Fast Typist
4031,38.8,97.1,2.5,12,637,12.1,8,Careful Typist
4032,62.2,90.1,11.0,20,617,23.2,25,Balanced Typist
4033,87.7,81.2,27.9,39,1134,23.1,36,Inconsistent Typist
4034,97.7,95.9,6.1,13,104,23.6,39,Fast Typist
4035,84.9,89.7,15.5,18,425,18.2,25,Balanced Typist
4036,63.9,97.6,5.8,17,469,29.0,32,Balanced Typist
4037,66.7,90.6,13.5,11,498,10.2,11,Balanced Typist
4038,112.2,93.2,9.0,0,305,13.7,25,Fast Typist
4039,68.5,88.9,13.1,20,364,11.3,12,Balanced Typist
4040,109.3,95.9,5.1,3,50,23.6,40,Fast Typist
4041,63.4,99.5,2.4,16,1023,44.9,47,Careful Typist
4042,98.8,93.9,6.9,11,256,10.2,17,Fast Typist
4043,87.9,95.5,6.1,11,253,22.6,35,Fast Typist
4044,58.8,94.9,5.9,13,821,15.8,17,Careful Typist
4045,98.4,97.7,4.4,5,285,12.4,19,Fast Typist
4046,94.6,93.9,8.4,2,185,17.4,29,Fast Typist
4047,107.3,95.2,6.2,10,259,15.2,28,Fast Typist
4048,35.4,77.4,28.8,4,841,23.2,13,Inconsistent Typist
4049,85.8,90.4,13.8,17,516,17.2,26,Balanced Typist
4050,65.0,81.7,22.0,31,380,10.6,11,Inconsistent Typist
4051,81.3,92.7,9.0,19,432,25.7,35,Balanced Typist
4052,64.1,85.3,16.0,18,693,30.9,32,Balanced Typist
4053,101.3,92.6,9.5,5,196,16.6,26,Fast Typist
4054,96.4,93.7,8.8,5,248,22.0,33,Fast Typist
4055,94.8,98.1,2.7,13,234,15.4,24,Fast Typist
4056,101.8,99.4,0.6,7,318,26.2,42,Fast Typist
4057,85.7,88.8,15.1,21,500,11.9,16,Balanced Typist
4058,65.3,85.8,19.0,35,977,32.9,34,Inconsistent Typist
4059,93.6,92.1,11.1,10,559,27.4,44,Balanced Typist
4060,69.4,97.0,4.1,10,810,47.5,56,Careful Typist
4061,37.6,81.5,25.3,37,541,10.1,6,Inconsistent Typist
4062,103.6,93.9,8.6,3,141,13.5,23,Fast Typist
4063,92.6,91.2,10.5,21,228,17.5,28,Balanced Typist
4064,101.8,93.3,7.8,2,213,28.3,48,Fast Typist
4065,68.9,77.9,27.5,32,653,10.3,12,Inconsistent Typist
4066,69.3,88.1,17.9,39,1206,24.2,29,Inconsistent Typist
4067,73.8,79.7,20.8,26,593,23.9,29,Inconsistent Typist
4068,81.4,95.7,4.8,10,385,26.0,38,Fast Typist
4069,91.3,92.2,9.3,7,386,20.0,30,Fast Typist
4070,77.6,74.4,30.0,38,733,2.0,2,Inconsistent Typist
4071,97.3,94.8,4.4,20,508,13.5,21,Fast Typist
4072,65.2,92.4,8.3,11,578,22.0,24,Balanced Typist
4073,48.8,99.4,3.1,3,626,34.8,26,Careful Typist
4074,80.0,87.2,13.1,18,429,21.6,27,Balanced Typist
4075,103.3,97.0,9.5,25,585,6.4,12,Inconsistent Typist
4076,35.0,92.2,11.2,42,787,26.9,16,Inconsistent Typist
4077,84.2,72.8,30.0,23,941,16.0,24,Inconsistent Typist
4078,85.0,85.7,15.6,34,589,2.8,4,Inconsistent Typist
4079,90.2,96.4,4.3,5,258,16.4,25,Fast Typist
4080,20.0,95.3,11.8,26,986,23.4,8,Inconsistent Typist
4081,40.1,88.3,25.0,23,1073,39.9,27,Inconsistent Typist
4082,52.8,76.6,27.8,31,920,34.6,33,Inconsistent Typist
4083,83.6,94.2,8.0,11,227,25.7,37,Fast Typist
4084,67.6,87.9,15.8,16,120,43.9,48,Balanced Typist
4085,74.9,87.6,18.4,35,399,29.0,35,Inconsistent Typist
4086,20.0,86.8,20.2,36,832,17.0,6,Inconsistent Typist
4087,95.9,95.8,5.1,8,304,17.1,29,Fast Typist
4088,65.1,98.0,2.4,17,1237,20.2,23,Careful Typist
4089,50.9,84.8,27.8,63,1005,33.4,28,Inconsistent Typist
4090,71.7,88.1,12.6,17,429,26.4,32,Balanced Typist
4091,43.3,97.6,2.6,13,1112,34.3,26,Careful Typist
4092,90.2,97.5,1.5,1,120,22.8,32,Fast Typist
4093,70.4,100.0,0.5,17,945,31.6,36,Careful Typist
4094,112.1,94.0,9.3,9,101,14.1,27,Fast Typist
4095,45.0,97.7,2.4,6,909,5.0,4,Careful Typist
4096,57.4,98.5,2.7,16,1165,33.9,33,Careful Typist
4097,59.8,92.8,9.7,9,260,20.7,22,Balanced Typist
4098,56.4,78.2,22.9,62,774,19.5,19,Inconsistent Typist
4099,73.9,98.6,4.0,25,476,12.0,15,Balanced Typist
4100,90.3,81.4,24.7,31,546,25.6,41,Inconsistent Typist
4101,61.3,96.4,4.7,11,424,32.7,32,Balanced Typist
4102,55.5,98.3,3.3,13,854,33.2,28,Careful Typist
4103,89.3,95.0,6.5,9,174,12.4,18,Fast Typist
4104,57.9,86.6,15.8,20,455,15.5,16,Balanced Typist
4105,46.7,97.8,4.2,11,621,26.1,20,Careful Typist
4106,58.0,98.7,1.5,9,796,14.3,13,Careful Typist
4107,72.5,87.2,16.0,12,556,25.9,30,Balanced Typist
4108,75.0,86.8,15.8,11,354,20.5,26,Balanced Typist
4109,60.6,98.1,1.6,12,929,26.5,28,Careful Typist
4110,41.9,96.0,3.6,13,903,37.4,28,Careful Typist
4111,41.6,98.0,4.0,7,814,38.9,27,Careful Typist
4112,49.3,98.9,2.5,17,579,24.7,21,Careful Typist
4113,43.9,99.2,0.4,8,1000,5.0,4,Careful Typist
4114,100.2,94.8,7.0,11,315,11.9,18,Fast Typist
4115,47.4,97.1,4.0,4,626,26.8,23,Careful Typist
4116,69.4,79.6,22.8,27,1055,9.4,11,Inconsistent Typist
4117,84.1,92.6,8.0,11,233,11.9,17,Fast Typist
4118,43.7,79.0,21.2,41,614,17.3,13,Inconsistent Typist
4119,64.9,90.2,11.3,21,297,23.3,25,Balanced Typist
4120,67.1,99.0,2.0,9,692,33.0,39,Careful Typist
4121,65.6,92.2,12.3,12,264,18.0,21,Balanced Typist
4122,110.1,89.8,11.7,11,94,24.3,44,Fast Typist
4123,74.9,87.0,14.3,16,372,21.0,28,Balanced Typist
4124,104.8,96.3,4.4,9,288,3.0,5,Fast Typist
4125,56.6,98.4,1.9,12,601,26.7,26,Careful Typist
4126,55.6,83.9,17.9,31,774,15.4,15,Inconsistent Typist
4127,59.7,84.9,16.0,15,287,27.7,25,Balanced Typist
4128,42.7,79.6,25.6,24,584,14.5,10,Inconsistent Typist
4129,63.3,87.5,13.7,14,416,25.3,26,Balanced Typist
4130,93.0,90.6,8.7,21,281,9.7,16,Fast Typist
4131,57.2,92.0,8.7,29,570,27.2,24,Balanced Typist
4132,110.1,94.5,5.3,16,115,15.3,27,Fast Typist
4133,114.4,95.6,5.8,14,108,11.6,21,Fast Typist
4134,58.6,97.6,4.2,12,673,26.6,26,Careful Typist
4135,67.8,80.7,23.8,37,900,22.4,26,Inconsistent Typist
4136,76.7,84.0,19.1,36,428,14.1,17,Inconsistent Typist
4137,52.0,100.0,0.7,16,910,35.2,31,Careful Typist
4138,73.8,83.5,21.2,45,578,28.6,34,Inconsistent Typist
4139,68.3,87.0,15.3,15,573,25.7,27,Balanced Typist
4140,70.1,89.3,15.1,26,522,17.9,20,Balanced Typist
4141,100.3,93.8,5.4,7,223,7.1,11,Fast Typist
4142,88.2,79.0,24.6,47,416,14.9,22,Inconsistent Typist
4143,73.3,86.8,16.0,16,588,26.8,32,Balanced Typist
4144,78.0,91.3,11.6,9,227,11.6,14,Fast Typist
4145,71.4,96.9,2.9,15,515,20.4,25,Careful Typist
4146,85.9,95.0,6.6,20,520,22.3,32,Balanced Typist
4147,64.6,92.4,10.2,9,460,35.2,35,Balanced Typist
4148,55.5,78.2,29.8,38,428,12.4,12,Inconsistent Typist
4149,68.5,86.0,21.7,38,1181,8.8,9,Inconsistent Typist
4150,41.5,97.6,4.2,12,963,29.3,21,Careful Typist
4151,72.3,93.4,7.9,8,505,24.5,28,Balanced Typist
4152,72.6,92.1,8.7,19,498,18.9,24,Balanced Typist
4153,81.3,90.4,10.3,12,483,33.4,47,Balanced Typist
4154,73.4,93.2,5.0,18,371,25.0,29,Balanced Typist
4155,69.1,89.4,12.4,19,393,18.4,20,Balanced Typist
4156,71.4,92.9,10.0,22,334,25.1,29,Balanced Typist
4157,69.9,94.2,8.3,15,469,16.8,20,Balanced Typist
4158,94.6,96.2,5.4,6,294,17.0,25,Fast Typist
4159,50.6,95.9,4.5,12,1000,12.1,10,Careful Typist
4160,86.2,97.4,4.1,2,229,14.3,20,Fast Typist
4161,74.2,88.6,12.7,21,392,25.4,29,Balanced Typist
4162,78.1,96.5,4.2,12,316,14.9,18,Balanced Typist
4163,106.2,94.7,6.8,7,144,3.5,6,Fast Typist
4164,86.1,93.3,9.9,1,152,8.4,13,Fast Typist
4165,85.3,96.2,7.2,11,245,16.6,23,Fast Typist
4166,80.6,91.8,9.9,0,163,14.6,19,Fast Typist
4167,63.5,93.5,10.6,21,397,11.7,13,Balanced Typist
4168,78.0,92.8,7.7,4,264,10.9,15,Fast Typist
4169,63.3,85.4,16.0,14,283,37.8,39,Balanced Typist
4170,89.3,87.6,21.1,51,804,31.3,48,Inconsistent Typist
4171,85.2,90.6,11.2,14,365,23.0,35,Balanced Typist
4172,47.9,95.9,4.6,10,1297,39.1,33,Careful Typist
4173,45.4,74.6,30.0,23,1305,11.6,9,Inconsistent Typist
4174,75.7,88.6,12.8,26,510,23.0,28,Balanced Typist
4175,53.7,98.6,2.2,12,1090,6.6,6,Careful Typist
4176,71.9,97.3,5.2,18,622,11.0,12,Balanced Typist
4177,91.7,96.2,9.4,27,1121,13.1,19,Inconsistent Typist
4178,49.8,97.1,2.5,12,1494,23.2,20,Careful Typist
4179,104.9,92.7,8.2,10,372,25.3,47,Fast Typist
4180,81.8,90.2,9.0,11,440,17.4,23,Balanced Typist
4181,72.7,94.7,7.4,15,295,19.1,24,Balanced Typist
4182,120.0,96.2,6.4,14,82,11.2,23,Fast Typist
4183,72.3,90.2,12.5,18,477,30.8,38,Balanced Typist
4184,59.4,97.2,4.0,15,906,40.7,37,Careful Typist
4185,40.8,95.5,5.9,15,928,13.2,9,Careful Typist
4186,105.5,97.9,2.9,5,311,24.9,42,Fast Typist
4187,62.1,94.5,10.3,18,120,25.9,29,Balanced Typist
4188,72.7,91.3,12.2,13,358,18.3,24,Balanced Typist
4189,76.3,97.2,6.8,19,379,37.2,44,Balanced Typist
4190,71.0,86.6,15.1,17,225,23.7,28,Balanced Typist
4191,112.2,92.4,8.8,11,349,28.0,53,Fast Typist
4192,82.1,81.3,23.8,7,150,2.0,3,Inconsistent Typist
4193,57.2,91.6,11.1,15,399,12.9,12,Balanced Typist
4194,100.8,94.7,6.4,16,280,15.1,25,Fast Typist
4195,66.1,92.9,8.1,16,573,4.8,5,Balanced Typist
4196,97.8,98.3,3.1,12,122,17.9,27,Fast Typist
4197,57.3,85.6,18.7,29,615,28.1,25,Inconsistent Typist
4198,103.2,93.1,9.7,10,241,14.8,25,Fast Typist
4199,70.8,95.3,5.6,16,1129,19.7,24,Careful Typist
4200,82.2,85.8,17.2,54,568,6.1,8,Inconsistent Typist
4201,72.0,84.9,15.5,10,430,30.9,37,Balanced Typist
4202,56.1,96.7,4.1,10,846,31.2,30,Careful Typist
4203,63.1,89.9,11.5,23,432,32.3,35,Balanced Typist
4204,92.4,80.1,29.7,42,866,14.6,22,Inconsistent Typist
4205,85.3,98.6,4.7,17,120,25.8,34,Balanced Typist
4206,59.4,95.1,3.8,6,924,32.6,32,Careful Typist
4207,107.9,95.3,6.1,14,260,9.1,17,Fast Typist
4208,58.7,89.4,14.1,20,160,8.3,9,Balanced Typist
4209,79.7,84.1,17.2,42,574,18.7,26,Inconsistent Typist
4210,52.1,97.0,8.8,38,588,22.9,19,Inconsistent Typist
4211,84.1,81.9,20.1,19,501,11.6,17,Inconsistent Typist
4212,62.6,84.7,16.0,17,593,9.7,9,Balanced Typist
4213,116.1,98.8,2.6,8,217,4.3,9,Fast Typist
4214,72.5,98.2,3.2,11,995,14.6,18,Careful Typist
4215,47.1,95.6,4.3,4,908,34.5,28,Careful Typist
4216,63.5,77.5,30.0,50,672,21.0,23,Inconsistent Typist
4217,75.8,96.9,6.1,8,301,15.7,21,Balanced Typist
4218,69.6,96.3,5.7,26,445,4.0,5,Balanced Typist
4219,98.9,87.0,20.9,43,247,17.8,28,Inconsistent Typist
4220,42.7,84.8,25.4,12,571,30.3,20,Inconsistent Typist
4221,73.5,94.9,7.0,22,518,20.7,26,Balanced Typist
4222,79.4,91.2,12.0,18,502,18.1,26,Balanced Typist
4223,97.8,97.6,3.6,13,266,16.3,25,Fast Typist
4224,70.1,87.3,11.9,22,376,22.3,26,Balanced Typist
4225,34.6,97.0,3.6,8,1250,43.0,26,Careful Typist
4226,81.1,97.8,4.6,18,469,4.0,5,Balanced Typist
4227,81.1,95.1,5.3,20,337,22.1,28,Balanced Typist
4228,82.4,96.0,6.9,16,527,20.0,28,Balanced Typist
4229,104.7,92.6,7.7,4,149,19.0,32,Fast Typist
4230,61.4,78.2,27.2,68,721,2.1,2,Inconsistent Typist
4231,67.9,92.6,12.4,28,494,22.4,27,Balanced Typist
4232,97.2,94.9,5.2,12,225,13.5,23,Fast Typist
4233,69.0,97.9,3.0,8,1368,43.4,54,Careful Typist
4234,63.6,87.3,14.8,16,480,17.0,19,Balanced Typist
4235,72.1,89.9,14.4,16,193,12.7,16,Balanced Typist
4236,81.8,87.5,14.6,15,472,21.2,27,Balanced Typist
4237,59.3,89.4,13.8,10,391,37.1,37,Balanced Typist
4238,66.8,89.6,19.0,27,150,12.7,14,Inconsistent Typist
4239,114.4,87.5,15.6,73,1001,9.1,18,Inconsistent Typist
4240,98.6,97.6,2.4,11,155,17.6,29,Fast Typist
4241,106.3,94.1,8.7,3,224,16.4,29,Fast Typist
4242,88.9,83.8,19.8,43,468,19.4,29,Inconsistent Typist
4243,99.0,94.8,6.4,5,87,23.2,37,Fast Typist
4244,70.7,93.9,9.0,14,428,24.0,29,Balanced Typist
4245,102.0,93.0,9.0,8,316,15.3,24,Fast Typist
4246,77.6,96.6,6.7,8,426,34.0,45,Balanced Typist
4247,76.6,98.2,3.8,16,323,29.0,37,Balanced Typist
4248,96.6,94.0,8.6,13,296,16.3,25,Fast Typist
4249,98.4,94.5,7.1,4,280,14.0,24,Fast Typist
4250,93.7,96.5,5.8,7,222,14.3,22,Fast Typist
4251,63.8,88.0,19.5,29,478,5.2,5,Inconsistent Typist
4252,88.1,91.5,11.8,4,333,13.5,21,Fast Typist
4253,104.4,97.8,3.4,3,73,13.6,24,Fast Typist
4254,92.2,93.7,8.2,6,259,21.9,33,Fast Typist
4255,63.1,94.6,4.8,10,437,24.6,27,Balanced Typist
4256,106.6,92.9,8.6,7,312,29.5,55,Fast Typist
4257,71.5,92.1,11.8,12,426,13.1,16,Balanced Typist
4258,85.8,95.1,5.8,12,248,8.4,12,Fast Typist
4259,107.6,92.9,7.8,1,261,12.6,23,Fast Typist
4260,69.0,87.3,13.2,15,636,10.2,12,Balanced Typist
4261,60.6,98.8,1.3,13,1316,22.6,22,Careful Typist
4262,74.0,90.2,10.5,11,434,21.8,29,Balanced Typist
4263,36.7,98.3,2.2,7,804,26.6,15,Careful Typist
4264,22.1,98.2,2.1,13,700,24.5,9,Careful Typist
4265,85.2,90.4,13.0,6,643,17.2,23,Balanced Typist
4266,59.7,92.7,8.6,8,440,15.8,17,Balanced Typist
4267,88.6,74.1,30.0,18,495,16.0,24,Inconsistent Typist
4268,70.0,90.5,11.9,10,299,9.3,12,Balanced Typist
4269,70.7,90.5,12.3,16,173,20.7,25,Balanced Typist
4270,39.8,84.7,18.2,50,422,18.2,12,Inconsistent Typist
4271,108.5,95.4,4.6,4,389,29.2,54,Fast Typist
4272,78.0,96.8,4.6,16,970,14.5,18,Careful Typist
4273,67.1,95.5,5.3,10,927,15.2,16,Careful Typist
4274,48.2,71.5,30.0,21,885,17.0,14,Inconsistent Typist
4275,93.9,85.4,16.0,14,414,30.7,50,Balanced Typist
4276,71.9,89.9,10.8,12,366,17.3,22,Balanced Typist
4277,49.1,96.8,4.0,16,480,25.2,21,Careful Typist
4278,77.4,92.4,10.3,16,399,39.2,54,Balanced Typist
4279,61.6,90.7,10.4,15,504,24.3,26,Balanced Typist
4280,66.9,87.1,22.2,41,371,30.8,34,Inconsistent Typist
4281,84.2,90.9,10.0,15,163,19.7,28,Balanced Typist
4282,70.9,91.3,12.0,28,477,23.8,26,Inconsistent Typist
4283,62.0,91.3,12.5,19,555,35.0,38,Balanced Typist
4284,56.9,80.6,24.4,17,668,21.2,19,Inconsistent Typist
4285,82.0,88.4,14.7,14,691,19.3,25,Balanced Typist
4286,108.3,96.9,2.7,5,165,15.9,31,Fast Typist
4287,85.6,86.9,20.2,43,653,6.5,9,Inconsistent Typist
4288,97.7,94.5,6.6,5,174,4.1,7,Fast Typist
4289,118.9,100.0,2.4,11,185,8.7,18,Fast Typist
4290,71.1,93.9,10.8,11,432,11.7,14,Balanced Typist
4291,65.6,97.2,1.9,15,1491,39.0,44,Careful Typist
4292,45.8,97.3,2.4,14,707,35.0,28,Careful Typist
4293,102.3,94.0,7.2,7,379,3.0,5,Fast Typist
4294,102.4,91.8,6.7,9,336,24.7,45,Fast Typist
4295,60.5,91.1,11.8,19,290,30.3,33,Balanced Typist
4296,46.0,90.6,21.2,55,898,24.4,19,Inconsistent Typist
4297,90.0,80.0,23.1,19,728,23.9,37,Inconsistent Typist
4298,76.5,88.5,13.3,30,264,12.2,15,Balanced Typist
4299,61.1,95.9,2.2,11,717,27.7,26,Careful Typist
4300,26.2,89.2,19.9,31,879,13.3,5,Inconsistent Typist
4301,64.6,95.7,4.5,16,1173,27.6,28,Careful Typist
4302,75.1,90.6,11.5,45,585,5.5,7,Inconsistent Typist
4303,64.1,92.9,8.7,14,336,27.1,27,Balanced Typist
4304,102.1,93.6,8.5,2,206,15.0,25,Fast Typist
4305,93.7,87.3,16.0,12,245,15.2,24,Balanced Typist
4306,108.2,95.6,5.2,6,128,17.8,30,Fast Typist
4307,50.1,97.4,2.8,17,696,30.2,26,Careful Typist
4308,75.1,90.0,10.6,18,287,8.8,10,Balanced Typist
4309,68.3,82.3,22.1,18,656,25.0,29,Inconsistent Typist
4310,102.4,91.5,9.8,6,85,12.7,20,Fast Typist
4311,96.1,95.3,5.9,12,50,19.0,28,Fast Typist
4312,114.3,91.7,10.0,12,233,13.0,25,Fast Typist
4313,99.2,92.6,6.8,12,280,18.7,32,Fast Typist
4314,76.3,89.8,14.1,21,451,27.7,32,Balanced Typist
4315,120.0,94.1,8.2,1,218,15.6,31,Fast Typist
4316,65.4,90.9,10.7,19,314,14.1,16,Balanced Typist
4317,48.8,97.0,3.7,5,1130,24.1,19,Careful Typist
4318,88.0,85.1,17.2,27,179,7.9,12,Inconsistent Typist
4319,73.7,88.6,14.7,13,572,19.6,24,Balanced Typist
4320,54.1,92.0,10.7,50,378,14.3,13,Inconsistent Typist
4321,63.1,93.5,5.5,16,464,11.8,12,Balanced Typist
